ExportedOn
7/19/2022 2:51:06 PM

SampleClass,AgencyCode,StationNumber,RiverSubBasinCode,StationType,StationNameDescription,StationComment,LatititudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCodeDescription,TotalSampleCount,EarliestSample,PriorTo1970,During1970_79,During1980_89,During1990_99,During2000_2009,During2010_2019,MostRecentSampleDate,Inorganics_ions_physicals_nutrients_bacteria,Metals,Pesticides,Organics_No_Pesticides
A,211,AB05DF1020,05DF,0 (RIVER OR STREAM),"STRAWBERRY CREEK AT RG RD 32, 2.0 KM SOUTH OF HWY 39 ON RG RD 32",,53.17389,-114.34333,0 (WATER),8,28-Mar-2000,0,0,0,0,8,0,30-Jul-2001,4,0,0,0
A,211,AB05DF1030,05DF,0 (RIVER OR STREAM),"STRAWBERRY CREEK AT RG RD 33, 1.0 KM NORTH OF HWY 39 ON RG RD 33",,53.20306,-114.36667,0 (WATER),8,28-Mar-2000,0,0,0,0,8,0,30-Jul-2001,4,0,0,0
A,211,AB05DF1040,05DF,0 (RIVER OR STREAM),"LITTLE STRAWBERRY CREEK AT RG RD 33, 3.0 KM NORTH OF HWY 39 ON RG RD 33",,53.22056,-114.36694,0 (WATER),8,28-Mar-2000,0,0,0,0,8,0,30-Jul-2001,4,0,0,0
A,211,AB05DF1050,05DF,0 (RIVER OR STREAM),"STRAWBERRY CREEK AT RG RD 31, 3.8 KM NORTH OF HWY 39 ON RG RD 31",(directly north of Warburg),53.22639,-114.31833,0 (WATER),12,28-Mar-2000,0,0,0,0,12,0,30-Jul-2001,6,0,0,0
A,211,AB05DF1060,05DF,0 (RIVER OR STREAM),"FERN CREEK AT TWP RDD 492, 3.2 KM NORTH OF HWY 39 ON RR 30 THEN 0.7 KM EAST ON TWP RD 492",(Tributary creek to Strawberry creek),53.22167,-114.28361,0 (WATER),12,28-Mar-2000,0,0,0,0,12,0,30-Jul-2001,6,0,0,0
A,211,AB05DF1070,05DF,0 (RIVER OR STREAM),"SUNNYBROOK CREEK AT RG RD 24, 6.4 KM EAST OF SEC HWY 770 ON TWP RD 492 THEN 2.7 KM NORTH ON RG RD 24",(Tributary creek to Strawberry creek),53.24583,-114.24611,0 (WATER),10,28-Mar-2000,0,0,0,0,10,0,30-Jul-2001,5,0,0,0
A,211,AB05DF1080,05DF,0 (RIVER OR STREAM),"STRAWBERRY CREEK AT RG RD 23, 1.6 KM SOUTH OF SEC HWY 622 ON RG RD 23",,53.26361,-114.21917,0 (WATER),10,28-Mar-2000,0,0,0,0,10,0,30-Jul-2001,5,0,0,0
A,211,AB05DF1090,05DF,0 (RIVER OR STREAM),"STRAWBERRY CREEK AT SEC HWY 622, 0.7 KM EAST OF TELFORDVILLE ON SEC HWY 622",,53.27306,-114.15806,0 (WATER),10,28-Mar-2000,0,0,0,0,10,0,30-Jul-2001,5,0,0,0
A,211,AB05DF1100,05DF,0 (RIVER OR STREAM),"STRAWBERRY CREEK AT RG RD 15, 1.8 KM NORTH OF SEC HWY 622 ON RG RD 15",,53.28167,-114.12333,0 (WATER),16,28-Mar-2000,0,0,0,0,16,0,30-Jul-2001,8,0,0,0
A,211,AB05DF1120,05DF,0 (RIVER OR STREAM),TRIBUTARY TO STRAWBERRY CREEK APPROX 5KM NORTH OF HWY 39 ON RG RD 25,"Protozoan beaver dam sampling location,1999",53.23944,-114.27528,0 (WATER),7,02-Nov-1999,0,0,0,7,0,0,02-Nov-1999,3,0,0,0
A,211,AB05DF1130,05DF,42 (INFLUENT ( BEFORE TREATMENT ).),WARBURG STP SEWAGE LINE WARBURG STP SEWAGE LINE FROM TOWN INTO LAGOONS,"Protozoan sampling location,1999",53.18667,-114.31306,21 (RAW WASTE WATER.),2,20-Oct-1999,0,0,0,2,0,0,20-Oct-1999,1,0,0,0
A,211,AB05DF1140,05DF,42 (INFLUENT ( BEFORE TREATMENT ).),WARBURG STP SECONDARY SEWAGE LINE WARBURG STP SECONDARY SEWAGE LINE FROM INDUSTRY INTO LAGOONS,"Protozoan sampling location,1999",53.18889,-114.31833,21 (RAW WASTE WATER.),2,20-Oct-1999,0,0,0,2,0,0,20-Oct-1999,1,0,0,0
A,211,AB05DF1202,05DF,50 (SURFACE WATER.),"EDMONTON E.L. SMITH ENTERING TREATMENT PLANT (PRIOR TO CHEMICAL ADDITION), E.L. SMITH, PLANT 4",use: for raw water entering treatment plant,53.47500,-113.61389,0 (WATER),30,07-Sep-1991,0,0,0,11,19,0,09-Jul-2009,27,10,1,3
A,211,AB05DF1241,05DF,50 (SURFACE WATER.),EDMONTON E.L. SMITH DW-WW: CLARIFIER BLOWDOWN,"use: any blowdown stream, see sample comment for details",53.47500,-113.61389,20 (WASTEWATER),6,31-Jul-2007,0,0,0,0,6,0,06-Oct-2008,5,5,0,5
A,211,AB05DF1244,05DF,50 (SURFACE WATER.),EDMONTON E.L. SMITH DW-WW: FILTER TO WASTE TANK #1,use:,53.47500,-113.61389,20 (WASTEWATER),2,27-Feb-2008,0,0,0,0,2,0,18-Jun-2008,2,2,0,2
A,211,AB05DF1245,05DF,50 (SURFACE WATER.),EDMONTON E.L. SMITH DW-WW: BACKWASH EFFLUENT,use:,53.47500,-113.61389,20 (WASTEWATER),3,31-Jul-2007,0,0,0,0,3,0,18-Jun-2008,3,3,0,3
A,211,AB05DF1500,05DF,0 (RIVER OR STREAM),INFLOW 1 (WIZARD LAKE INFLOWS) AT RG RD 275,,53.10978,-113.92711,0 (WATER),3,11-Apr-2007,0,0,0,0,1,2,13-Apr-2011,3,0,0,0
A,211,AB05DF1510,05DF,0 (RIVER OR STREAM),INFLOW 2 (WIZARD LAKE INFLOWS) NEAR WIZARD HEIGHTS SUBDIVISION,,53.10853,-113.90669,0 (WATER),2,16-Apr-2007,0,0,0,0,1,1,26-Apr-2011,2,0,0,0
A,211,AB05DF1520,05DF,0 (RIVER OR STREAM),INFLOW 3 (WIZARD LAKE INFLOWS) AT TWP RD 480 - 1.5 KM WEST OF RG RD 272,,53.10544,-113.87806,0 (WATER),3,16-Apr-2007,0,0,0,0,1,2,13-Apr-2011,3,0,0,0
A,211,AB05DF1530,05DF,0 (RIVER OR STREAM),INFLOW 4 (WIZARD LAKE INFLOWS) 0.2 KM WEST OF RGE RD 271 ON TWP RD 480,(Man made ditch into lake),53.10508,-113.83311,0 (WATER),3,27-Mar-2007,0,0,0,0,1,2,13-Apr-2011,3,0,0,0
A,211,AB05DF1540,05DF,0 (RIVER OR STREAM),TRIBUTARY A TO INFLOW 4 (WIZARD LAKE INFLOWS) D/S FARM - 0.8 KM SOUTH OF TWP RD 480 ON RGE RD 271,(runoff from corrals into ditch),53.09647,-113.82975,0 (WATER),2,27-Mar-2007,0,0,0,0,1,1,13-Apr-2011,2,0,0,0
A,211,AB05DF1550,05DF,0 (RIVER OR STREAM),TRIBUTARY B TO INFLOW 4 (WIZARD LAKE INFLOWS) U/S FARM - 1.0 KM SOUTH OF TWP RD 480 ON RR 271,(ditch on west side of farm at farm house entrance),53.09506,-113.82989,0 (WATER),3,27-Mar-2007,0,0,0,0,1,2,13-Apr-2011,3,0,0,0
A,211,AB05DF1555,05DF,0 (RIVER OR STREAM),INFLOW 5 (WIZARD LAKE INFLOWS) AT TWP 482 - 0.05 KM EAST OF WIZARD RIDGE DR,Wizard Ridge Estates Drainage,53.13422,-113.95585,0 (WATER),1,26-Apr-2011,0,0,0,0,0,1,26-Apr-2011,1,0,0,0
A,211,AB05DF1560,05DF,0 (RIVER OR STREAM),CONJURING CREEK AT WIZARD LAKE WEIR,Wizard Lake Outflow,53.10669,-113.82258,0 (WATER),2,16-Apr-2007,0,0,0,0,1,1,26-Apr-2011,2,0,0,0
A,211,AB05EA0005,05EA,14 (WETLAND),WETLAND #62 SOUTH OF STONEY PLAIN ON RANGE ROAD 275,,53.50083,-113.95667,0 (WATER),12,23-May-2000,0,0,0,0,12,0,01-Nov-2000,7,0,12,0
A,211,AB05EA0005,05EA,14 (WETLAND),WETLAND #62 SOUTH OF STONEY PLAIN ON RANGE ROAD 275,,53.50083,-113.95667,1 (WATER SURFACE FILM),1,19-Jun-2000,0,0,0,0,1,0,19-Jun-2000,0,0,1,0
A,211,AB05EA0010,05EA,0 (RIVER OR STREAM),STURGEON RIVER AT GIBBONS,,53.82972,-113.33472,0 (WATER),20,31-May-1972,0,14,0,0,6,0,08-Jan-2008,20,7,1,1
A,211,AB05EA0020,05EA,0 (RIVER OR STREAM),STURGEON RIVER AT HWY 28 BRIDGE,,53.73167,-113.49639,0 (WATER),21,09-Jan-1973,0,14,1,0,6,0,08-Jan-2008,18,4,1,0
A,211,AB05EA0025,05EA,0 (RIVER OR STREAM),STURGEON RIVER AT WSC GAUGE 17.5 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER,,53.83278,-113.28278,0 (WATER),25,27-Sep-2018,0,0,0,0,0,14,25-Mar-2021,20,18,0,0
A,211,AB05EA0030,05EA,0 (RIVER OR STREAM),STURGEON RIVER AT HWY 825 - 7 KM U/S NSR,,53.78722,-113.22333,0 (WATER),50,31-May-1972,0,43,0,0,0,7,18-Oct-2012,40,7,1,0
A,211,AB05EA0030,05EA,0 (RIVER OR STREAM),STURGEON RIVER AT HWY 825 - 7 KM U/S NSR,,53.78722,-113.22333,91 (EPILITHIC),8,20-Oct-2011,0,0,0,0,0,8,18-Oct-2012,8,0,0,0
A,211,AB05EA0035,05EA,0 (RIVER OR STREAM),STURGEON RIVER 0.7 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER,,53.77083,-113.17417,0 (WATER),53,26-May-1983,0,0,22,17,14,0,23-Feb-2009,49,23,3,1
A,209,AB05EA0040,05EA,0 (RIVER OR STREAM),STURGEON RIVER NEAR VILLENEUVE AT RG RD 262,formerly called: 5 M U/S MEADOWVIEW ROAD,53.63917,-113.73833,0 (WATER),16,21-Jun-1996,0,0,0,9,7,0,25-Jun-2002,0,0,16,0
A,211,AB05EA0040,05EA,0 (RIVER OR STREAM),STURGEON RIVER NEAR VILLENEUVE AT RG RD 262,formerly called: 5 M U/S MEADOWVIEW ROAD,53.63917,-113.73833,0 (WATER),29,05-Jul-1990,0,0,0,17,12,0,08-Jan-2008,11,10,18,0
A,211,AB05EA0050,05EA,0 (RIVER OR STREAM),STURGEON RIVER ABOVE BIG LAKE AT MEADOWVIEW DRIVE,,53.61778,-113.71583,0 (WATER),48,31-May-1972,0,19,0,21,8,0,15-Sep-2005,44,14,5,6
A,211,AB05EA0060,05EA,0 (RIVER OR STREAM),STURGEON RIVER AT ST. ALBERT,,53.63694,-113.62417,0 (WATER),18,23-Jan-1973,0,17,0,1,0,0,07-Oct-1993,18,0,0,0
A,211,AB05EA0070,05EA,0 (RIVER OR STREAM),STURGEON RIVER AT HWY 43,,53.71722,-114.28333,0 (WATER),7,23-Jan-1973,0,1,0,0,6,0,08-Jan-2008,5,4,1,0
A,211,AB05EA0080,05EA,0 (RIVER OR STREAM),STURGEON RIVER AT ALBERTA BEACH BRIDGE,,53.71417,-114.33111,0 (WATER),15,17-Jul-1975,0,13,0,2,0,0,11-Jul-1996,14,0,1,0
A,211,AB05EA0090,05EA,0 (RIVER OR STREAM),STURGEON RIVER AT DARWELL BRIDGE,,53.68472,-114.59167,0 (WATER),55,17-Jul-1975,0,13,0,42,0,0,16-Oct-1997,54,0,1,0
A,211,AB05EA0100,05EA,0 (RIVER OR STREAM),STURGEON RIVER AT MAGNOLIA BRIDGE,,53.59139,-114.86028,0 (WATER),50,17-Jul-1975,0,11,0,39,0,0,16-Oct-1997,50,0,1,0
A,211,AB05EA0110,05EA,0 (RIVER OR STREAM),ATIM CREEK WEST OF BIG LAKE,,53.59083,-113.86083,0 (WATER),26,18-Jul-1975,0,13,0,13,0,0,29-Apr-1999,26,7,5,4
A,211,AB05EA0120,05EA,0 (RIVER OR STREAM),ATIM CREEK D/S FROM STONY PLAIN LAGOONS,,53.56000,-113.96778,0 (WATER),13,18-Jul-1975,0,13,0,0,0,0,07-Jul-1976,13,0,0,0
A,211,AB05EA0130,05EA,0 (RIVER OR STREAM),LITTLE EGG CREEK AT BRIDGE 2 MILES EAST OF CARDIFF,,53.77694,-113.58111,0 (WATER),6,22-Jul-1975,0,6,0,0,0,0,05-May-1976,6,0,0,0
A,211,AB05EA0140,05EA,0 (RIVER OR STREAM),STURGEON RIVER AT RG RD 251,11 KM D/S OF HWY 2 BRIDGE IN ST. ALBERT,53.68639,-113.56917,0 (WATER),14,22-Jul-1975,0,13,0,0,1,0,08-Jan-2008,13,0,0,0
A,211,AB05EA0150,05EA,0 (RIVER OR STREAM),STURGEON RIVER 1.5 KM U/S RIVIERE QUI BARRE CONFLUENCE,,53.71361,-113.86139,0 (WATER),19,17-Jul-1975,0,13,0,0,6,0,08-Jan-2008,19,6,1,1
A,211,AB05EA0160,05EA,0 (RIVER OR STREAM),RIVIERE QUI BARRE 0.5 KM U/S OF CONFLUENCE WITH STURGEON RIVER,,53.71667,-113.85306,0 (WATER),9,17-Jul-1975,0,9,0,0,0,0,07-Jul-1976,9,0,0,0
A,211,AB05EA0170,05EA,0 (RIVER OR STREAM),ATIM CREEK NORTH OF HWY 16X ON CAMPSITE ROAD (NEAR SPRUCE GROVE),,53.57278,-113.93472,0 (WATER),40,15-Mar-1995,0,0,0,40,0,0,23-Oct-1996,40,0,0,0
A,211,AB05EA0180,05EA,1 (LAKE),UNNAMED LAKE 3.5 MILES WEST AND 3 MILES NORT OF LONGHURST LAKE(H442S2),,53.50083,-114.05361,0 (WATER),8,04-Jul-1995,0,0,0,8,0,0,18-Sep-1996,8,1,0,0
A,211,AB05EA0190,05EA,1 (LAKE),UNNAMED LAKE NORTH OF SITE S2 ON EAST SIDE OF ROAD(H442S3),,53.50333,-114.05000,0 (WATER),3,13-Jul-1995,0,0,0,3,0,0,18-Sep-1996,3,0,0,0
A,211,AB05EA0200,05EA,1 (LAKE),LONGHURST LAKE SOUTH POND-SOUTH OF STONY PLAIN ON HWY 779 AT HWY 627,,53.44750,-114.00083,0 (WATER),8,04-Jul-1995,0,0,0,8,0,0,20-Sep-1996,8,0,0,0
A,211,AB05EA0201,05EA,1 (LAKE),LONGHURST LAKE SOUTH POND PROFILE-SOUTH OF STONY PLAIN ON HWY 779 AT HWY 627,,53.44750,-114.00083,0 (WATER),12,03-Jun-1996,0,0,0,12,0,0,20-Sep-1996,5,0,0,0
A,211,AB05EA0210,05EA,1 (LAKE),UNNAMED LAKE EAST OF JOHNNY LAKE(L703S1),,53.54361,-114.26778,0 (WATER),4,20-Jul-1995,0,0,0,4,0,0,18-Sep-1996,4,0,0,0
A,211,AB05EA0220,05EA,1 (LAKE),CHICKAKOO LAKE (NW STONY PLAIN) COMPOSITE,,53.61750,-114.07194,0 (WATER),8,04-Jul-1995,0,0,0,8,0,0,20-Sep-1996,8,0,0,0
A,211,AB05EA0230,05EA,1 (LAKE),CHICKAKOO LAKE NORTHWEST OF STONY PLAIN HWY 779-PROFILE SITE,,53.62444,-114.06972,0 (WATER),52,03-Jun-1996,0,0,0,52,0,0,20-Sep-1996,33,0,0,0
A,211,AB05EA0240,05EA,1 (LAKE),SMALL LAKE NORTH WEST OF CHICKAKOO SMALL LAKE NORTH WEST OF CHICKAKOO 8 KM. NORTH WEST OF STONY PLAIN (L440S1),,53.62444,-114.07722,0 (WATER),8,04-Jul-1995,0,0,0,8,0,0,18-Sep-1996,8,0,0,0
A,211,AB05EA0250,05EA,1 (LAKE),MUIR LAKE 10 KM NORTH AND 1.5 KM. EAST OF STONY PLAIN,,53.64389,-113.95722,0 (WATER),4,21-Jul-1995,0,0,0,4,0,0,20-Sep-1996,4,0,0,0
A,211,AB05EA0255,05EA,1 (LAKE),"MUIR LAKE 10 KM NORTH,1.5 KM EAST OF STONY PLAIN-PROFILE",,53.64389,-113.95722,0 (WATER),17,24-Jul-1996,0,0,0,17,0,0,20-Sep-1996,8,0,0,0
A,211,AB05EA0260,05EA,1 (LAKE),SPRING LAKE COMPOSITE,,53.51667,-114.13333,0 (WATER),11,18-May-1983,0,0,6,0,0,5,21-Sep-2016,11,0,0,0
A,211,AB05EA0270,05EA,1 (LAKE),SPRING LAKE PROFILE AT CENTRE,,53.51667,-114.25556,97 (INVERTEBRATES),3,08-Jul-2016,0,0,0,0,0,3,21-Sep-2016,,,,
A,211,AB05EA0270,05EA,1 (LAKE),SPRING LAKE PROFILE AT CENTRE,,53.51667,-114.25556,0 (WATER),131,18-May-1983,0,0,58,0,0,73,21-Sep-2016,131,1,0,0
A,211,AB05EA0280,05EA,1 (LAKE),BIRCH LAKE COMPOSITE,,53.75000,-114.53333,0 (WATER),4,12-Jun-2017,0,0,0,0,0,4,11-Sep-2017,4,0,0,0
A,211,AB05EA0285,05EA,1 (LAKE),BIRCH LAKE PROFILE,,53.75533,-114.53152,97 (INVERTEBRATES),3,07-Jul-2017,0,0,0,0,0,3,11-Sep-2017,,,,
A,211,AB05EA0285,05EA,1 (LAKE),BIRCH LAKE PROFILE,,53.75533,-114.53152,0 (WATER),58,12-Jun-2017,0,0,0,0,0,58,11-Sep-2017,58,2,0,0
A,211,AB05EA0290,05EA,1 (LAKE),TWIN LAKE COMPOSITE,,52.91667,-114.33333,0 (WATER),1,18-Jul-1983,0,0,1,0,0,0,18-Jul-1983,1,0,0,0
A,211,AB05EA0310,05EA,1 (LAKE),EDEN LAKE COMPOSITE,,53.57778,-114.15833,0 (WATER),1,21-Jul-1983,0,0,1,0,0,0,21-Jul-1983,1,0,0,0
A,211,AB05EA0370,05EA,1 (LAKE),SANDY LAKE NORTH BASIN COMPOSITE,,53.80944,-114.04861,0 (WATER),26,04-May-1988,0,0,13,13,0,0,29-Sep-1993,26,1,0,0
A,211,AB05EA0380,05EA,1 (LAKE),SANDY LAKE NORTH BASIN PROFILE,MARCH 1988,53.80944,-114.04861,0 (WATER),52,25-Feb-1988,0,0,45,6,1,0,20-Mar-2000,51,1,0,0
A,211,AB05EA0390,05EA,1 (LAKE),SANDY LAKE SOUTH BASIN COMPOSITE,,53.77222,-114.02972,0 (WATER),39,18-Aug-1983,0,0,14,12,9,4,22-Sep-2015,39,3,0,0
A,211,AB05EA0400,05EA,1 (LAKE),SANDY LAKE SOUTH BASIN PROFILE,MARCH 1988,53.77222,-114.02972,97 (INVERTEBRATES),3,25-Jun-2015,0,0,0,0,0,3,18-Aug-2015,,,,
A,211,AB05EA0400,05EA,1 (LAKE),SANDY LAKE SOUTH BASIN PROFILE,MARCH 1988,53.77222,-114.02972,0 (WATER),142,25-Feb-1988,0,0,68,8,42,24,22-Sep-2015,135,2,0,0
A,211,AB05EA0410,05EA,1 (LAKE),SANDY LAKE SOUTH BASIN PROFILE SITE 1,,53.76139,-114.02889,0 (WATER),84,26-Apr-1977,0,84,0,0,0,0,01-Oct-1979,42,1,0,0
A,211,AB05EA0420,05EA,1 (LAKE),SANDY LAKE CENTRAL PROFILE SITE 2,,53.78972,-114.02889,0 (WATER),54,26-Apr-1977,0,54,0,0,0,0,20-Mar-1979,20,0,0,0
A,211,AB05EA0430,05EA,1 (LAKE),SANDY LAKE NORTH BASIN PROFILE SITE 3,,53.80278,-114.04694,0 (WATER),55,02-Nov-1977,0,55,0,0,0,0,01-Oct-1979,28,1,0,0
A,211,AB05EA0440,05EA,1 (LAKE),MATCHAYAW LAKE PROFILE AT CENTRE,,53.71139,-114.09778,97 (INVERTEBRATES),15,05-Jul-2015,0,0,0,0,0,15,14-Sep-2018,,,,
A,211,AB05EA0440,05EA,1 (LAKE),MATCHAYAW LAKE PROFILE AT CENTRE,,53.71139,-114.09778,50 (SEDIMENTS),1,27-Aug-2015,0,0,0,0,0,1,27-Aug-2015,0,1,0,0
A,211,AB05EA0440,05EA,1 (LAKE),MATCHAYAW LAKE PROFILE AT CENTRE,,53.71139,-114.09778,0 (WATER),322,08-Mar-1994,0,0,0,19,71,232,14-Sep-2018,319,1,0,0
A,211,AB05EA0445,05EA,1 (LAKE),MATCHAYAW LAKE GRAB,,53.70504,-114.09964,8 (ICE),2,24-Nov-2017,0,0,0,0,0,2,24-Nov-2017,,,,
A,211,AB05EA0445,05EA,1 (LAKE),MATCHAYAW LAKE GRAB,,53.70504,-114.09964,0 (WATER),9,22-Oct-2017,0,0,0,0,0,9,24-Nov-2017,5,0,0,0
A,211,AB05EA0450,05EA,1 (LAKE),MATCHAYAW LAKE COMPOSITE,,53.71139,-114.09778,0 (WATER),34,20-May-1995,0,0,0,15,5,14,14-Sep-2018,34,3,0,0
A,211,AB05EA0460,05EA,1 (LAKE),ISLE LAKE COMPOSITE,,53.63228,-114.70639,0 (WATER),67,04-May-1983,0,0,17,22,1,23,12-Sep-2021,66,7,3,0
A,211,AB05EA0470,05EA,1 (LAKE),ISLE LAKE PROFILE AT CENTRE,,53.63228,-114.70639,97 (INVERTEBRATES),15,06-Jul-2014,0,0,0,0,0,15,17-Sep-2018,,,,
A,211,AB05EA0470,05EA,1 (LAKE),ISLE LAKE PROFILE AT CENTRE,,53.63228,-114.70639,50 (SEDIMENTS),1,15-Aug-2015,0,0,0,0,0,1,15-Aug-2015,0,1,0,0
A,211,AB05EA0470,05EA,1 (LAKE),ISLE LAKE PROFILE AT CENTRE,,53.63228,-114.70639,0 (WATER),710,04-May-1983,0,0,127,258,8,267,12-Sep-2021,601,0,0,0
A,211,AB05EA0480,05EA,1 (LAKE),ISLE LAKE PROFILE SITE 1,,53.60278,-114.79444,0 (WATER),25,27-Mar-1975,0,25,0,0,0,0,12-Oct-1976,25,0,0,0
A,211,AB05EA0490,05EA,1 (LAKE),ISLE LAKE SOUTHEAST SHORE,updated GPS so it's in water - JP,53.60417,-114.75802,0 (WATER),25,02-Jan-1970,0,25,0,0,0,0,05-Mar-1975,25,1,0,0
A,211,AB05EA0500,05EA,1 (LAKE),ISLE LAKE PROFILE SITE 2,,53.62500,-114.76667,0 (WATER),26,27-Mar-1975,0,26,0,0,0,0,12-Oct-1976,26,0,0,0
A,211,AB05EA0510,05EA,1 (LAKE),ISLE LAKE PROFILE SITE 3,,53.63056,-114.69444,0 (WATER),26,27-Mar-1975,0,26,0,0,0,0,12-Oct-1976,26,0,0,0
A,211,AB05EA0520,05EA,1 (LAKE),ISLE LAKE NORTHEAST SHORE,updated GPS so it's in water - JP,53.65194,-114.63938,0 (WATER),16,13-Aug-1970,0,16,0,0,0,0,11-Aug-1971,16,0,0,0
A,211,AB05EA0530,05EA,1 (LAKE),LAC STE. ANNE ALBERTA BEACH,,53.67778,-114.35833,0 (WATER),15,02-Jan-1970,0,15,0,0,0,0,05-Mar-1975,15,2,0,0
A,211,AB05EA0540,05EA,1 (LAKE),LAC STE. ANNE PROFILE SITE 1,,53.71806,-114.52778,0 (WATER),24,27-Mar-1975,0,24,0,0,0,0,12-Oct-1976,24,0,0,0
A,211,AB05EA0550,05EA,1 (LAKE),LAC STE. ANNE PROFILE SITE 2,,53.70417,-114.41250,0 (WATER),26,27-Mar-1975,0,26,0,0,0,0,12-Oct-1976,25,0,0,0
A,211,AB05EA0560,05EA,1 (LAKE),LAC STE. ANNE PROFILE SITE 3,,53.68667,-114.36722,0 (WATER),25,27-Mar-1975,0,25,0,0,0,0,12-Oct-1976,25,0,0,0
A,211,AB05EA0570,05EA,1 (LAKE),LAC STE. ANNE EAST SIDE COMPOSITE,,53.70833,-114.40000,0 (WATER),53,25-Apr-1984,0,0,28,21,0,0,20-Sep-2021,53,0,2,0
A,211,AB05EA0580,05EA,1 (LAKE),LAC STE. ANNE WEST SIDE COMPOSITE,,53.71667,-114.50000,0 (WATER),42,25-Apr-1984,0,0,17,21,0,4,05-Sep-2018,42,0,2,0
A,211,AB05EA0590,05EA,1 (LAKE),LAC STE. ANNE EAST SIDE PROFILE AT GREATEST DEPTH,SURVEY PROGRAM,53.70833,-114.40000,97 (INVERTEBRATES),7,24-Jun-2013,0,0,0,0,0,7,18-Sep-2014,,,,
A,211,AB05EA0590,05EA,1 (LAKE),LAC STE. ANNE EAST SIDE PROFILE AT GREATEST DEPTH,SURVEY PROGRAM,53.70833,-114.40000,0 (WATER),779,25-Apr-1984,0,0,161,330,0,217,20-Sep-2021,679,0,4,0
A,211,AB05EA0595,05EA,1 (LAKE),LAC STE. ANNE WHOLE LAKE COMPOSITE,Includes both basins.,53.70972,-114.40000,0 (WATER),14,26-Jun-2012,0,0,0,0,0,14,18-Sep-2014,13,6,0,0
A,211,AB05EA0600,05EA,1 (LAKE),LAC STE. ANNE WEST SIDE PROFILE AT GREATEST DEPTH,SURVEY PROGRAM,53.71667,-114.50000,97 (INVERTEBRATES),9,17-Jul-2018,0,0,0,0,0,9,05-Sep-2018,,,,
A,211,AB05EA0600,05EA,1 (LAKE),LAC STE. ANNE WEST SIDE PROFILE AT GREATEST DEPTH,SURVEY PROGRAM,53.71667,-114.50000,0 (WATER),450,25-Apr-1984,0,0,119,275,0,56,05-Sep-2018,356,0,2,0
A,211,AB05EA0605,05EA,1 (LAKE),LAC STE. ANNE GRAB,,53.70281,-114.33769,0 (WATER),2,17-Sep-2018,0,0,0,0,0,2,17-Sep-2018,,,,
A,211,AB05EA0610,05EA,1 (LAKE),HUBBLES LAKE SITE 1,,53.56167,-114.09472,0 (WATER),14,17-Jul-1976,0,14,0,0,0,0,17-Jul-1976,1,0,0,0
A,211,AB05EA0620,05EA,1 (LAKE),HUBBLES LAKE SITE 2,,53.56611,-114.08917,0 (WATER),10,17-Jul-1976,0,10,0,0,0,0,17-Jul-1976,1,0,0,0
A,211,AB05EA0630,05EA,1 (LAKE),HUBBLES LAKE SITE 3,,53.56556,-114.08333,0 (WATER),16,17-Jul-1976,0,16,0,0,0,0,17-Jul-1976,1,0,0,0
A,211,AB05EA0640,05EA,1 (LAKE),HUBBLES LAKE COMPOSITE,,53.56611,-114.08917,0 (WATER),16,19-Jul-1983,0,0,1,0,0,15,19-Sep-2016,16,5,0,0
A,211,AB05EA0645,05EA,1 (LAKE),HUBBLES LAKE PROFILE,AT DEEP SPOT,53.56583,-114.08167,97 (INVERTEBRATES),9,11-Jul-2014,0,0,0,0,0,9,19-Sep-2016,,,,
A,211,AB05EA0645,05EA,1 (LAKE),HUBBLES LAKE PROFILE,AT DEEP SPOT,53.56583,-114.08167,50 (SEDIMENTS),1,14-Aug-2015,0,0,0,0,0,1,14-Aug-2015,0,1,0,0
A,211,AB05EA0645,05EA,1 (LAKE),HUBBLES LAKE PROFILE,AT DEEP SPOT,53.56583,-114.08167,0 (WATER),506,11-Jun-2014,0,0,0,0,0,506,19-Sep-2016,506,1,0,0
A,211,AB05EA1125,05EA,4 (POND),MORNVILLE (HERITAGE) POND GRAB,,53.80102,-113.66633,0 (WATER),3,05-Sep-2017,0,0,0,0,0,3,05-Sep-2017,,,,
A,211,AB05EA1290,05EA,1 (LAKE),MANAWAN LAKE COMPOSITE,,53.90611,-113.69417,0 (WATER),1,26-Oct-1983,0,0,1,0,0,0,26-Oct-1983,1,0,0,0
A,211,AB05EA1300,05EA,1 (LAKE),MANAWAN LAKE PROFILE AT CENTRE,JANUARY 1988,53.90611,-113.69417,0 (WATER),1,26-Oct-1983,0,0,1,0,0,0,26-Oct-1983,1,0,0,0
A,211,AB05EA1310,05EA,0 (RIVER OR STREAM),MISSION CREEK AT LAC ST ANNE PILGRIMAGE SITE,,53.68750,-114.43306,0 (WATER),37,17-Mar-1996,0,0,0,37,0,0,16-Sep-1997,37,0,1,0
A,211,AB05EA1320,05EA,0 (RIVER OR STREAM),VAL QUENTIN CREEK AT VAL QUENTIN,,53.66833,-114.37139,0 (WATER),18,17-Mar-1996,0,0,0,18,0,0,23-Jun-1997,18,0,0,0
