SITE_NO,LOCATION,YEAR,VARIABLE,VALUE,UNIT_UNITE,SITE_NAME,SITE_NOM_FR,SITE_TYPE,SITE_DESC,SITE_DESC_FR,LATITUDE,LONGITUDE,DATUM,PROV_TERR,PEARSEDA,PEARSEDA_FR,OCEANDA,OCEANDA_FR,DATA_URL,DATA_URL_FR,COLOR
MA05KH0001,lower_saskatchewan,2012,PHOSPHORUS TOTAL DISSOLVED,0.008,MG/L,SASKATCHEWAN RIVER ABOVE CARROT RIVER,RIVIÈRE SASKATCHEWAN EN AMONT DE LA RIVIÈRE CARROT,RIVER/RIVIÈRE,,,53.8417,-101.3344,NAD27,MB,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,purple
AL06AD0001,churchill,2012,PHOSPHORUS TOTAL DISSOLVED,0.034749999999999996,MG/L,BEAVER RIVER AT BEAVER CROSSING,RIVIÈRE BEAVER AU PASSAGE BEAVER,RIVER/RIVIÈRE,,,54.3542,-110.2119,NAD27,AB,CHURCHILL,CHURCHILL,HUDSON BAY,BAIE D'HUDSON,,,green
AL06AD0001,churchill,2012,SULPHATE DISSOLVED,12.489166666666668,MG/L,BEAVER RIVER AT BEAVER CROSSING,RIVIÈRE BEAVER AU PASSAGE BEAVER,RIVER/RIVIÈRE,,,54.3542,-110.2119,NAD27,AB,CHURCHILL,CHURCHILL,HUDSON BAY,BAIE D'HUDSON,,,green
AL06AD0001,churchill,2012,TEMPERATURE WATER,8.633636363636363,DEG C,BEAVER RIVER AT BEAVER CROSSING,RIVIÈRE BEAVER AU PASSAGE BEAVER,RIVER/RIVIÈRE,,,54.3542,-110.2119,NAD27,AB,CHURCHILL,CHURCHILL,HUDSON BAY,BAIE D'HUDSON,,,green
MA05KH0001,lower_saskatchewan,2012,SULPHATE DISSOLVED,58.64166666666667,MG/L,SASKATCHEWAN RIVER ABOVE CARROT RIVER,RIVIÈRE SASKATCHEWAN EN AMONT DE LA RIVIÈRE CARROT,RIVER/RIVIÈRE,,,53.8417,-101.3344,NAD27,MB,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,purple
AL05DA0001,north_saskatchewan,2012,SULPHATE DISSOLVED,33.958333333333336,MG/L,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,RIVIÈRE SASKATCHEWAN NORD AU POINT WHIRLPOOL,RIVER/RIVIÈRE,,,52.0028,-116.4719,NAD27,AB,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,green
MA05KH0001,lower_saskatchewan,2012,TEMPERATURE WATER,8.136363636363637,DEG C,SASKATCHEWAN RIVER ABOVE CARROT RIVER,RIVIÈRE SASKATCHEWAN EN AMONT DE LA RIVIÈRE CARROT,RIVER/RIVIÈRE,,,53.8417,-101.3344,NAD27,MB,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,purple
AL05CK0001,south_saskatchewan,2012,PH,8.225217391304348,PH UNITS,RED DEER RIVER NEAR BLINDLOSS,RIVIÈRE RED DEER PRÈS DE BLINDLOSS,RIVER/RIVIÈRE,,,50.9028,-110.2969,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05CK0001,south_saskatchewan,2012,PHOSPHORUS TOTAL DISSOLVED,0.018000000000000002,MG/L,RED DEER RIVER NEAR BLINDLOSS,RIVIÈRE RED DEER PRÈS DE BLINDLOSS,RIVER/RIVIÈRE,,,50.9028,-110.2969,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05CK0001,south_saskatchewan,2012,SULPHATE DISSOLVED,72.85000000000001,MG/L,RED DEER RIVER NEAR BLINDLOSS,RIVIÈRE RED DEER PRÈS DE BLINDLOSS,RIVER/RIVIÈRE,,,50.9028,-110.2969,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
NW06OA0001,keewatin,2012,PH,6.69,PH UNITS,BROWN RIVER AT BROWN LAKE,RIVIÈRE BRUNE AU LAC BRUN,RIVER/RIVIÈRE,,,65.9356,-91.0666,NAD83,NU,KEEWATINSOUTHERN BAFFIN,KEEWATINSUD DE L'ÎLE DE BAFFIN,ARCTIC,ARCTIQUE,,,orange
AL05CK0001,south_saskatchewan,2012,TEMPERATURE WATER,7.653636363636363,DEG C,RED DEER RIVER NEAR BLINDLOSS,RIVIÈRE RED DEER PRÈS DE BLINDLOSS,RIVER/RIVIÈRE,,,50.9028,-110.2969,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
NW06OA0001,keewatin,2012,PHOSPHORUS TOTAL DISSOLVED,0.006,MG/L,BROWN RIVER AT BROWN LAKE,RIVIÈRE BRUNE AU LAC BRUN,RIVER/RIVIÈRE,,,65.9356,-91.0666,NAD83,NU,KEEWATINSOUTHERN BAFFIN,KEEWATINSUD DE L'ÎLE DE BAFFIN,ARCTIC,ARCTIQUE,,,orange
AL07KC0001,athabasca,2012,TEMPERATURE WATER,12.885,DEG C,PEACE RIVER AT PEACE POINT,RIVIÈRE PEACE À PEACE POINT,RIVER/RIVIÈRE,,,59.1139,-112.4264,NAD83,AB,PEACEATHABASCA,PAIXATHABASCA,ARCTIC,ARCTIQUE,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Peace_River_at_Peace_Point_1967_2010_units_corrected.xls,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Peace_River_at_Peace_Point_1967_2010_units_corrected.xls,green
AL05CK0001,south_saskatchewan,2012,OXYGEN DISSOLVED,11.026363636363637,MG/L,RED DEER RIVER NEAR BLINDLOSS,RIVIÈRE RED DEER PRÈS DE BLINDLOSS,RIVER/RIVIÈRE,,,50.9028,-110.2969,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
BC08MH0453,fraser,2012,SULPHATE DISSOLVED,7.331538461538462,MG/L,FRASER RIVER (MAIN ARM) AT GRAVESEND REACH - BUOY,FLEUVE FRASER (BRAS PRINCIPAL) AU TRONÇON GRAVESEND - BOUÉE,RIVER/RIVIÈRE,,,49.1485,-123.0387,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0453/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0453/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08MH0453,fraser,2012,PHOSPHORUS TOTAL DISSOLVED,0.010523076923076923,MG/L,FRASER RIVER (MAIN ARM) AT GRAVESEND REACH - BUOY,FLEUVE FRASER (BRAS PRINCIPAL) AU TRONÇON GRAVESEND - BOUÉE,RIVER/RIVIÈRE,,,49.1485,-123.0387,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0453/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0453/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08MH0453,fraser,2012,PH,7.714615384615385,PH UNITS,FRASER RIVER (MAIN ARM) AT GRAVESEND REACH - BUOY,FLEUVE FRASER (BRAS PRINCIPAL) AU TRONÇON GRAVESEND - BOUÉE,RIVER/RIVIÈRE,,,49.1485,-123.0387,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0453/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0453/Projects/PYLTM/Regions/0?new_lang=fr,red
SA05JM0014,assiniboine,2012,SULPHATE DISSOLVED,411.5833333333333,MG/L,QU'APPELLE RIVER APPROX 3.2 KM SOUTH,RIVIÈRE QU'APPELLE ENVIRON 3.2KM AU SUD,RIVER/RIVIÈRE,,,50.4839,-101.5431,NAD27,SK,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05JM0014,assiniboine,2012,TEMPERATURE WATER,9.435,DEG C,QU'APPELLE RIVER APPROX 3.2 KM SOUTH,RIVIÈRE QU'APPELLE ENVIRON 3.2KM AU SUD,RIVER/RIVIÈRE,,,50.4839,-101.5431,NAD27,SK,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,blue
NW10EC0020,mackenzie,2012,TEMPERATURE WATER,2.733333333333333,DEG C,PRAIRIE CREEK ABOVE PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AMONT DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.605,-124.8173,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0020,mackenzie,2012,SULPHATE DISSOLVED,87.06666666666666,MG/L,PRAIRIE CREEK ABOVE PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AMONT DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.605,-124.8173,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0020,mackenzie,2012,PHOSPHORUS TOTAL DISSOLVED,0.0026666666666666666,MG/L,PRAIRIE CREEK ABOVE PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AMONT DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.605,-124.8173,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0020,mackenzie,2012,PH,8.006666666666666,PH UNITS,PRAIRIE CREEK ABOVE PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AMONT DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.605,-124.8173,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0020,mackenzie,2012,PH,8.226666666666667,PH,PRAIRIE CREEK ABOVE PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AMONT DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.605,-124.8173,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
YT09AB0006,yukon,2012,TEMPERATURE WATER,5.425,DEG C,YUKON RIVER AT MARSH LAKE NCPC DAM,FLEUVE YUKON AU BARRAGE NCPC DU LAC MARSH,RIVER/RIVIÈRE,,,60.5792,-134.6865,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0?new_lang=fr,yellow
NW10EC0020,mackenzie,2012,OXYGEN DISSOLVED,12.770000000000001,MG/L,PRAIRIE CREEK ABOVE PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AMONT DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.605,-124.8173,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
SA05KH0002,lower_saskatchewan,2012,SULPHATE DISSOLVED,101.58181818181819,MG/L,CARROT RIVER NEAR TURNBERRY,RIVIÈRE CARROT PRÈS DE TURNBERRY,RIVER/RIVIÈRE,,,53.6,-102.1167,NAD27,SK,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05KH0002,lower_saskatchewan,2012,PHOSPHORUS TOTAL DISSOLVED,0.032,MG/L,CARROT RIVER NEAR TURNBERRY,RIVIÈRE CARROT PRÈS DE TURNBERRY,RIVER/RIVIÈRE,,,53.6,-102.1167,NAD27,SK,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05KH0002,lower_saskatchewan,2012,PH,7.807142857142857,PH UNITS,CARROT RIVER NEAR TURNBERRY,RIVIÈRE CARROT PRÈS DE TURNBERRY,RIVER/RIVIÈRE,,,53.6,-102.1167,NAD27,SK,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05KH0002,lower_saskatchewan,2012,OXYGEN DISSOLVED,6.871,MG/L,CARROT RIVER NEAR TURNBERRY,RIVIÈRE CARROT PRÈS DE TURNBERRY,RIVER/RIVIÈRE,,,53.6,-102.1167,NAD27,SK,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,blue
YT09DD0008,yukon,2012,TEMPERATURE WATER,2.3,DEG C,SOUTH MCQUESTEN RIVER DOWNSTREAM FLAT CREEK,RIVIÈRE SOUTH MCQUESTEN EN AVAL DE LA CRIQUE FLAT,RIVER/RIVIÈRE,,,63.9141,-135.7232,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09DD0008/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09DD0008/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT09DD0008,yukon,2012,SULPHATE DISSOLVED,101.33333333333333,MG/L,SOUTH MCQUESTEN RIVER DOWNSTREAM FLAT CREEK,RIVIÈRE SOUTH MCQUESTEN EN AVAL DE LA CRIQUE FLAT,RIVER/RIVIÈRE,,,63.9141,-135.7232,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09DD0008/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09DD0008/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT09DD0008,yukon,2012,PH,8.115,PH UNITS,SOUTH MCQUESTEN RIVER DOWNSTREAM FLAT CREEK,RIVIÈRE SOUTH MCQUESTEN EN AVAL DE LA CRIQUE FLAT,RIVER/RIVIÈRE,,,63.9141,-135.7232,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09DD0008/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09DD0008/Projects/PYLTM/Regions/0?new_lang=fr,yellow
SA05KH0002,lower_saskatchewan,2012,TEMPERATURE WATER,10.304,DEG C,CARROT RIVER NEAR TURNBERRY,RIVIÈRE CARROT PRÈS DE TURNBERRY,RIVER/RIVIÈRE,,,53.6,-102.1167,NAD27,SK,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,blue
YT09AB0006,yukon,2012,SULPHATE DISSOLVED,6.825,MG/L,YUKON RIVER AT MARSH LAKE NCPC DAM,FLEUVE YUKON AU BARRAGE NCPC DU LAC MARSH,RIVER/RIVIÈRE,,,60.5792,-134.6865,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT09AB0006,yukon,2012,PH,7.9275,PH UNITS,YUKON RIVER AT MARSH LAKE NCPC DAM,FLEUVE YUKON AU BARRAGE NCPC DU LAC MARSH,RIVER/RIVIÈRE,,,60.5792,-134.6865,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT09AB0006,yukon,2012,OXYGEN DISSOLVED,11.185714285714285,MG/L,YUKON RIVER AT MARSH LAKE NCPC DAM,FLEUVE YUKON AU BARRAGE NCPC DU LAC MARSH,RIVER/RIVIÈRE,,,60.5792,-134.6865,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0?new_lang=fr,yellow
BC08MH0453,fraser,2012,OXYGEN DISSOLVED,10.9,MG/L,FRASER RIVER (MAIN ARM) AT GRAVESEND REACH - BUOY,FLEUVE FRASER (BRAS PRINCIPAL) AU TRONÇON GRAVESEND - BOUÉE,RIVER/RIVIÈRE,,,49.1485,-123.0387,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0453/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0453/Projects/PYLTM/Regions/0?new_lang=fr,red
YT09BC0021,yukon,2012,TEMPERATURE WATER,0.9700000000000001,DEG C,ROSE CREEK ABOVE ANVIL CREEK,CRIQUE ROSE EN AMONT DE LA CRIQUE ANVIL,RIVER/RIVIÈRE,,,62.3751,-133.5437,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09BC0021/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09BC0021/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT09BC0021,yukon,2012,SULPHATE DISSOLVED,96.75,MG/L,ROSE CREEK ABOVE ANVIL CREEK,CRIQUE ROSE EN AMONT DE LA CRIQUE ANVIL,RIVER/RIVIÈRE,,,62.3751,-133.5437,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09BC0021/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09BC0021/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT09BC0021,yukon,2012,PH,8.029166666666667,PH UNITS,ROSE CREEK ABOVE ANVIL CREEK,CRIQUE ROSE EN AMONT DE LA CRIQUE ANVIL,RIVER/RIVIÈRE,,,62.3751,-133.5437,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09BC0021/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09BC0021/Projects/PYLTM/Regions/0?new_lang=fr,yellow
SA05JM0014,assiniboine,2012,OXYGEN DISSOLVED,9.653636363636364,MG/L,QU'APPELLE RIVER APPROX 3.2 KM SOUTH,RIVIÈRE QU'APPELLE ENVIRON 3.2KM AU SUD,RIVER/RIVIÈRE,,,50.4839,-101.5431,NAD27,SK,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,blue
YT08AA0010,pacific_coastal,2012,TEMPERATURE WATER,1.1555555555555554,DEG C,DEZADEASH RIVER AT HAINES JUNCTION,RIVIÈRE DEZADEASH À HAINES JUNCTION,RIVER/RIVIÈRE,,,60.7478,-137.5036,NAD83,YT,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AA0010/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AA0010/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT08AA0010,pacific_coastal,2012,SULPHATE DISSOLVED,15.890909090909092,MG/L,DEZADEASH RIVER AT HAINES JUNCTION,RIVIÈRE DEZADEASH À HAINES JUNCTION,RIVER/RIVIÈRE,,,60.7478,-137.5036,NAD83,YT,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AA0010/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AA0010/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT08AA0010,pacific_coastal,2012,PHOSPHORUS TOTAL DISSOLVED,0.0026363636363636363,MG/L,DEZADEASH RIVER AT HAINES JUNCTION,RIVIÈRE DEZADEASH À HAINES JUNCTION,RIVER/RIVIÈRE,,,60.7478,-137.5036,NAD83,YT,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AA0010/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AA0010/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT08AA0010,pacific_coastal,2012,PH,8.08,PH UNITS,DEZADEASH RIVER AT HAINES JUNCTION,RIVIÈRE DEZADEASH À HAINES JUNCTION,RIVER/RIVIÈRE,,,60.7478,-137.5036,NAD83,YT,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AA0010/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AA0010/Projects/PYLTM/Regions/0?new_lang=fr,yellow
NW10EC0019,mackenzie,2012,OXYGEN DISSOLVED,13.226666666666667,MG/L,PRAIRIE CREEK AT THE OLD PARK BOUNDARY,RUISSEAU PRAIRIE À LA FRONTIÈRE DU VIEUX PARC,RIVER/RIVIÈRE,,,61.3478,-124.4164,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0019,mackenzie,2012,PH,8.296666666666667,PH,PRAIRIE CREEK AT THE OLD PARK BOUNDARY,RUISSEAU PRAIRIE À LA FRONTIÈRE DU VIEUX PARC,RIVER/RIVIÈRE,,,61.3478,-124.4164,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0019,mackenzie,2012,PH,8.303333333333333,PH UNITS,PRAIRIE CREEK AT THE OLD PARK BOUNDARY,RUISSEAU PRAIRIE À LA FRONTIÈRE DU VIEUX PARC,RIVER/RIVIÈRE,,,61.3478,-124.4164,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0019,mackenzie,2012,PHOSPHORUS TOTAL DISSOLVED,0.004333333333333334,MG/L,PRAIRIE CREEK AT THE OLD PARK BOUNDARY,RUISSEAU PRAIRIE À LA FRONTIÈRE DU VIEUX PARC,RIVER/RIVIÈRE,,,61.3478,-124.4164,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0019,mackenzie,2012,SULPHATE DISSOLVED,67.06666666666668,MG/L,PRAIRIE CREEK AT THE OLD PARK BOUNDARY,RUISSEAU PRAIRIE À LA FRONTIÈRE DU VIEUX PARC,RIVER/RIVIÈRE,,,61.3478,-124.4164,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0019,mackenzie,2012,TEMPERATURE WATER,7.300000000000001,DEG C,PRAIRIE CREEK AT THE OLD PARK BOUNDARY,RUISSEAU PRAIRIE À LA FRONTIÈRE DU VIEUX PARC,RIVER/RIVIÈRE,,,61.3478,-124.4164,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
SA05JM0014,assiniboine,2012,PH,8.26695652173913,PH UNITS,QU'APPELLE RIVER APPROX 3.2 KM SOUTH,RIVIÈRE QU'APPELLE ENVIRON 3.2KM AU SUD,RIVER/RIVIÈRE,,,50.4839,-101.5431,NAD27,SK,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,blue
SA05JM0014,assiniboine,2012,PHOSPHORUS TOTAL DISSOLVED,0.1615,MG/L,QU'APPELLE RIVER APPROX 3.2 KM SOUTH,RIVIÈRE QU'APPELLE ENVIRON 3.2KM AU SUD,RIVER/RIVIÈRE,,,50.4839,-101.5431,NAD27,SK,ASSINIBOINERED,ASSINIBOINEROUGE,HUDSON BAY,BAIE D'HUDSON,,,blue
BC08LF0001,fraser,2012,SULPHATE DISSOLVED,7.785454545454545,MG/L,THOMPSON RIVER AT SPENCES BRIDGE,RIVIÈRE THOMPSON AU PONT SPENCES,RIVER/RIVIÈRE,,,50.4208,-121.3414,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08LF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08LF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
AL07DD0001,athabasca,2012,SULPHATE DISSOLVED,27.4,MG/L,ATHABASCA RIVER AT 27 BASELINE,"RIVIÈRE ATHABASKA À ""27 BASELINE""",RIVER/RIVIÈRE,,,58.1725,-111.3703,NAD83,AB,PEACEATHABASCA,PAIXATHABASCA,ARCTIC,ARCTIQUE,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Athabasca_River_at_27_Baseline_1989_2010_units_corrected.xls,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Athabasca_River_at_27_Baseline_1989_2010_units_corrected.xls,green
